time_us,ax,ay,az,gx,gy,gz
0,-0.177171,-0.787692,8.784326,0.102745,-4.463263,-1.798213
4000,-0.150835,-0.809240,8.841787,0.408088,-5.104484,-2.195159
8000,-0.090980,-0.897826,8.798691,0.866104,-4.509064,-2.225693
12000,-0.105345,-0.871489,8.781932,1.064577,-3.104484,-2.256228
16000,-0.205901,-0.845153,8.731653,0.911905,-1.379293,-2.088289
20000,-0.323217,-0.859518,8.724471,0.438623,0.391699,-1.584472
24000,-0.265756,-0.857124,8.664616,0.011142,2.177959,-1.050121
28000,-0.330400,-0.830788,8.554482,-0.614812,3.231394,-0.592106
32000,-0.359130,-0.809240,8.501810,-1.851454,3.445134,0.033849
36000,-0.469264,-0.746991,8.585608,-2.446873,2.742844,0.476597
40000,-0.375890,-0.787692,8.635885,-3.149163,2.635974,0.507131
44000,-0.289698,-0.723049,8.753201,-3.454507,2.498570,1.117818
48000,-0.165200,-0.723049,8.559271,-3.439240,2.956585,1.270490
52000,-0.153229,-0.711078,8.803479,-3.103362,2.849715,0.949879
56000,-0.100556,-0.684742,8.858546,-2.172064,2.987119,0.720871
60000,-0.248997,-0.658405,8.822633,-1.408705,2.300096,0.430795
64000,-0.174777,-0.675165,8.686164,-0.569010,1.536737,0.003314
68000,-0.241814,-0.780510,8.695741,-0.095728,0.529104,-0.302029
72000,-0.404620,-0.663194,8.669404,0.301218,-0.478530,-0.347831
76000,-0.459687,-0.687136,8.750807,0.499691,-1.669369,-0.149358
80000,-0.330400,-0.653617,8.657434,1.110379,-1.669369,0.247589
84000,-0.222661,-0.598550,8.508993,1.476791,-1.684637,-0.011953
88000,-0.146046,-0.512359,8.425196,1.064577,-1.150285,-0.454701
92000,-0.131681,-0.521936,8.353370,0.866104,-0.615934,-1.034854
96000,-0.057461,-0.447716,8.480263,0.285951,0.513837,-1.294396
100000,-0.227449,-0.440533,8.504205,0.041676,1.261928,-1.553938
104000,-0.284910,-0.433351,8.552089,-0.538476,2.055821,-1.523403
108000,-0.380678,-0.486023,8.604761,-1.011759,2.116890,-1.172258
112000,-0.486023,-0.512359,8.681376,-1.454507,1.567272,-0.851648
