time_us,ax,ay,az,gx,gy,gz
0,-0.059855,-0.445322,8.777143,3.400455,-0.936545,-2.134090
4000,-0.050278,-0.481235,8.789114,3.553127,-0.768606,-1.599739
8000,-0.067038,-0.567426,8.750807,3.705798,-0.051049,-1.447067
12000,-0.129287,-0.531513,8.604761,3.995875,-0.157919,-1.034854
16000,-0.237026,-0.577003,8.578424,3.659997,-0.371659,-0.515770
20000,-0.189142,-0.656011,8.583213,3.308852,-0.188453,-0.134090
24000,-0.234632,-0.593762,8.576031,3.018775,-0.127385,0.537665
28000,-0.162806,-0.720655,8.875306,2.911905,-0.264789,1.163620
32000,-0.079009,-0.744597,9.045294,2.667631,0.620707,1.484230
36000,-0.050278,-0.715866,9.239224,2.805035,1.781012,1.713238
40000,-0.033519,-0.735020,9.126697,2.988241,3.368799,2.186520
44000,0.014365,-0.756568,8.971074,3.095111,4.376432,2.110184
48000,-0.055067,-0.708684,8.947132,2.942440,5.582539,2.369726
52000,-0.079009,-0.782904,8.813056,2.743967,6.468035,2.354459
56000,-0.038307,-0.715866,8.760384,2.560760,6.910783,2.201787
60000,-0.038307,-0.696713,8.786720,2.285951,6.803913,1.621635
64000,0.117316,-0.718261,8.724471,2.362287,6.788646,0.522398
68000,0.366313,-0.694318,8.659827,2.285951,7.826814,-1.019587
72000,0.134075,-0.770933,8.609550,1.583661,7.093989,-2.989052
76000,-0.002394,-0.792481,8.705317,1.278317,4.162692,-5.034853
80000,-0.162806,-0.797269,8.485051,1.950073,1.872615,-5.691342
84000,-0.347159,-0.711078,8.597578,2.011142,-2.020514,-6.973785
88000,-0.380678,-0.842759,8.552089,0.881371,-3.455629,-7.431800
92000,-0.450110,-0.878672,8.566454,0.576027,-2.829675,-7.034853
96000,-0.421380,-0.893037,8.525752,0.163814,-1.806774,-7.019587
100000,-0.450110,-0.928950,8.470686,-0.401072,-0.325858,-6.912716
104000,-0.428562,-1.010353,8.508993,-1.057560,2.162692,-7.309663
108000,-0.481235,-1.053449,8.499416,-1.973591,3.719944,-7.324930
112000,-0.730232,-1.060631,8.528147,-2.904888,4.086356,-7.279129
116000,-0.672771,-1.125275,8.611943,-3.210232,3.139791,-7.050121
120000,-0.667982,-1.144428,8.671799,-3.439240,3.735211,-6.683709
124000,-0.763750,-1.144428,8.595184,-3.240766,3.750478,-6.332563
128000,-0.785298,-1.244985,8.568848,-3.240766,1.781012,-6.408899
132000,-0.794875,-1.280898,8.599973,-3.164430,0.742844,-5.844014
136000,-0.845153,-1.312023,8.568848,-2.492675,-0.188453,-5.202793
140000,-1.082179,-1.357512,8.365341,-2.248400,-1.654102,-4.408900
144000,-0.976834,-1.374272,8.312668,-2.599545,-4.249522,-4.378365
148000,-0.682347,-1.515530,8.394072,-2.248400,-5.440361,-4.256228
152000,-0.426168,-1.549049,8.480263,-1.881988,-4.707537,-4.576838
156000,-0.517148,-1.546654,8.525752,-1.485041,-4.173186,-5.248594
160000,-0.502782,-1.558625,8.485051,-1.668247,-4.112117,-5.645541
164000,-0.414197,-1.549049,8.573636,-0.843820,-3.012881,-5.935617
168000,-0.167594,-1.508347,8.295909,-0.309469,-2.127385,-7.385999
172000,-0.052672,-1.632846,8.202535,-0.691148,-0.127385,-8.958518
176000,-0.181959,-1.637634,8.291121,-0.904888,2.758112,-10.469969
180000,-0.299275,-1.608904,8.286332,-1.668247,3.567272,-12.393633
184000,-0.687136,-1.750161,8.305486,-2.431606,4.330631,-13.050121
188000,-0.902614,-1.826776,8.264784,-2.660614,5.277195,-12.561572
192000,-0.945710,-1.821988,8.133103,-3.576644,5.399333,-12.042488
196000,-1.139640,-1.989582,7.972692,-4.507942,6.635974,-10.912717
200000,-1.355118,-2.169147,8.164227,-5.271301,5.811547,-10.332564
204000,-1.618480,-2.231396,8.228871,-6.782751,4.635974,-9.462335
208000,-1.623269,-2.303222,8.604761,-7.790385,6.727577,-7.370731
212000,-1.405396,-2.288857,8.753201,-8.416339,9.613073,-5.141724
216000,-1.053449,-2.267309,8.803479,-6.935423,10.895515,-4.469968
220000,-0.782904,-2.226608,9.117120,-5.317102,10.941318,-4.882182
224000,-0.600945,-2.185906,9.083601,-4.492675,10.574905,-5.844014
228000,-0.634463,-2.102109,9.136273,-3.851454,10.651241,-7.569205
232000,-0.653617,-2.133234,9.014170,-3.118629,9.903150,-8.714244
236000,-0.548272,-2.037466,8.760384,-2.843820,9.872615,-9.798213
240000,-0.699107,-2.059013,8.671799,-2.599545,9.155058,-10.378366
244000,-0.533907,-2.056619,8.489840,-2.492675,8.590172,-11.279129
248000,-0.658405,-2.070984,8.391677,-2.752217,7.811547,-12.057755
252000,-0.931344,-2.138022,8.293514,-2.401072,5.826814,-11.569205
256000,-1.182736,-2.197877,8.262390,-2.233133,2.788646,-11.019587
260000,-1.642422,-1.905785,7.783550,-6.217866,-7.928911,-12.989053
264000,-0.644040,-2.214637,8.446744,-5.286569,-0.615934,-9.233328
268000,-1.158794,-2.339135,7.654263,-5.088095,-4.493797,-8.088289
272000,-1.113304,-2.116474,7.671022,-6.019393,-6.249522,-8.653174
276000,-0.964863,-1.968034,7.642292,-7.943057,-5.058682,-7.538671
280000,-1.259350,-1.934515,7.493851,-11.607179,-11.470897,-8.347831
284000,-1.206678,-1.917756,7.536947,-14.889621,-11.837309,-6.607373
288000,-1.316811,-1.774103,7.450756,-18.752216,-15.852576,-6.927983
292000,-0.952892,-2.001553,7.532158,-22.675880,-19.272423,-5.095922
296000,-0.955287,-1.788469,8.001422,-22.813284,-11.837309,-4.485235
300000,-0.816423,-1.798046,8.209718,-23.271299,-4.264789,-2.302029
304000,-0.914585,-1.750161,8.130709,-26.248400,-1.684637,-1.370732
308000,-0.758962,-1.685518,8.516175,-29.118629,5.322997,0.354459
312000,-0.957681,-1.608904,8.377312,-32.752216,5.750478,0.110184
316000,-0.967257,-1.647211,8.556877,-34.370537,7.460402,1.972780
320000,-0.921768,-1.697489,9.054871,-32.172062,9.857347,4.446063
324000,-0.665588,-1.668759,9.337387,-29.301834,12.483302,6.400261
328000,-0.292093,-1.580173,9.454702,-27.408705,13.124523,7.270490
332000,0.114922,-1.663970,9.682152,-26.538475,13.353531,6.552933
336000,0.521936,-1.697489,9.871294,-25.775116,13.735210,4.812475
340000,0.670376,-1.776498,10.285490,-24.217865,15.124523,2.568200
344000,0.378284,-1.771709,10.333375,-21.256033,15.811546,0.354459
348000,0.304064,-1.687912,10.285490,-17.927788,15.414599,-0.989052
352000,0.383072,-1.673547,10.194510,-14.691148,15.109256,-2.805846
356000,0.505177,-1.577779,9.947908,-12.080461,18.254293,-4.698976
360000,0.239420,-1.328782,9.557653,-10.172065,17.643608,-6.500503
364000,-0.088585,-1.158794,9.315839,-10.614813,20.071089,-7.355464
368000,-0.746991,-1.074997,8.702923,-9.546110,13.552004,-8.363098
372000,-0.665588,-0.957681,8.281544,-9.805653,10.315363,-8.408899
376000,-0.708684,-1.012747,8.142680,-9.607179,11.124523,-7.615006
380000,-0.770933,-1.139640,7.680599,-9.103362,9.292462,-7.279129
384000,-0.823605,-1.132457,7.580042,-8.080462,10.025287,-6.073021
388000,-0.952892,-1.144428,7.455544,-8.202599,11.093989,-4.286762
392000,-0.933739,-1.223437,7.508216,-8.049927,9.521470,-2.393632
396000,-0.928950,-1.206678,7.438785,-7.546110,9.857347,-0.134090
400000,-1.098939,-1.091756,7.338228,-8.507942,10.300096,1.759039
404000,-1.307234,-1.051055,7.280767,-10.996491,9.384066,4.217055
408000,-1.448492,-0.940921,7.474698,-13.912522,9.842080,7.087284
412000,-1.474828,-0.900220,7.584831,-17.042292,11.872615,10.934611
416000,-1.592144,-0.876278,7.785944,-19.668247,15.170325,14.949879
420000,-1.501164,-0.902614,7.785944,-22.080460,17.811546,19.346827
424000,-1.534683,-0.928950,8.118738,-23.698780,18.574905,23.560566
428000,-0.902614,-0.931344,8.508993,-24.492674,18.391699,25.896444
432000,-0.198719,-0.888249,8.966286,-23.652979,19.735210,26.644537
436000,0.227449,-0.809240,9.236830,-21.897255,22.361164,26.537666
440000,0.603339,-0.758962,9.330204,-19.851452,25.277195,25.239956
444000,0.780510,-0.706290,9.167398,-17.637712,28.803913,22.781940
448000,0.981623,-0.667982,8.865729,-15.759851,31.292461,20.125452
452000,1.292869,-0.663194,8.789114,-14.095729,33.368797,16.262857
456000,1.060631,-0.474052,8.628703,-12.660613,33.765743,11.697970
460000,0.390255,-0.392649,8.590396,-12.599545,31.857349,8.720871
464000,-0.373495,-0.445322,8.626308,-11.790385,26.391699,7.407895
468000,-1.149217,-0.260968,8.281544,-12.584277,16.406965,6.400261
472000,-0.916979,-0.248997,8.669404,-10.767485,16.498569,9.484230
