time_us,ax,ay,az,gx,gy,gz
0,-0.251391,-1.051055,8.511387,-0.920156,1.964218,-0.805846
4000,-0.272939,-0.948104,8.331821,-1.714049,2.376432,-1.324930
8000,-0.375890,-0.938527,8.216900,-2.630080,3.124524,-1.385999
12000,-0.428562,-0.955287,8.226477,-3.836186,4.147425,-1.431800
16000,-0.385466,-1.039083,8.269572,-4.767485,5.719944,-1.248594
20000,-0.572214,-1.051055,8.389283,-5.652981,7.261929,-1.019587
24000,-0.579397,-1.084573,8.449138,-6.217866,8.681775,-0.729510
28000,-0.797269,-1.165976,8.415619,-7.164431,10.086355,-0.546304
32000,-0.878672,-1.144428,8.561666,-7.500309,11.231394,-0.195159
36000,-0.811634,-1.264138,8.674192,-7.362904,13.567271,0.384994
40000,-1.048660,-1.319205,8.633492,-7.637713,12.666508,1.010948
44000,-1.024718,-1.237802,8.650250,-7.775118,12.071088,1.407894
48000,-1.019930,-1.285686,8.647857,-7.912522,12.513836,1.774307
52000,-1.051055,-1.288081,8.789114,-7.973591,11.384066,2.232322
56000,-1.031901,-1.343147,8.779537,-7.210233,10.651241,2.873543
60000,-1.086968,-1.352724,8.719683,-6.523210,9.460402,2.980413
64000,-1.060631,-1.309628,8.769960,-6.019393,8.193226,3.270490
68000,-1.089362,-1.331176,8.825027,-5.103362,6.345898,3.621635
72000,-1.137246,-1.352724,8.808268,-4.553743,4.559639,3.636902
76000,-1.067814,-1.312023,8.738836,-3.820919,2.666508,3.942245
80000,-1.144428,-1.340753,8.726865,-3.683514,1.353531,4.262856
84000,-1.175553,-1.309628,8.789114,-3.988858,-0.356392,4.507131
88000,-1.268927,-1.367089,8.798691,-4.095729,-1.302957,4.720871
92000,-1.391031,-1.450886,8.750807,-3.958324,-2.081583,5.316291
96000,-1.501164,-1.470040,8.968679,-4.156797,-2.539598,6.201787
100000,-1.513135,-1.474828,9.016563,-4.141530,-2.234255,7.087284
104000,-1.563414,-1.596933,9.174581,-3.958324,-0.203721,8.308658
108000,-1.608904,-1.551443,9.220071,-3.347636,2.162692,9.575833
112000,-1.472434,-1.582567,9.277532,-3.454507,4.101623,10.690337
116000,-1.520318,-1.561020,9.200917,-2.950690,6.864982,11.423162
120000,-1.407791,-1.558625,9.277532,-2.920156,8.513836,11.652169
124000,-1.438915,-1.572991,9.260772,-3.118629,10.773378,12.003314
128000,-1.448492,-1.546654,9.270349,-3.133896,12.864982,12.262856
132000,-1.635240,-1.594538,8.978256,-3.530843,13.933683,12.323924
136000,-1.572991,-1.606509,8.975863,-3.683514,14.742844,12.614001
140000,-1.742979,-1.683124,8.894460,-4.187331,15.292462,12.766672
144000,-1.860295,-1.663970,8.841787,-4.889622,15.017653,13.178886
148000,-1.991976,-1.735796,8.875306,-5.515575,14.574905,13.682703
152000,-2.118869,-1.862689,8.858546,-5.820919,13.384066,13.942245
156000,-2.360683,-1.939303,8.906430,-5.851454,11.338264,14.522398
160000,-2.485181,-1.980005,9.062054,-5.744583,8.895515,15.560565
164000,-2.667141,-2.078167,9.018958,-5.332370,7.124524,16.400261
168000,-2.736573,-2.111686,9.145850,-5.057561,5.781013,18.125452
172000,-2.853889,-2.183512,9.251195,-4.752217,4.483303,19.239956
176000,-3.112462,-2.217031,9.270349,-4.202599,3.322997,21.056749
180000,-3.157952,-2.339135,9.447520,-3.072828,2.132157,23.239956
184000,-3.160346,-2.310405,9.732430,-1.240766,0.926050,24.980413
188000,-3.184288,-2.398990,9.856929,0.728699,0.758111,26.919346
192000,-3.232172,-2.430115,9.753978,2.453890,0.727577,28.736139
196000,-3.169923,-2.415750,9.701305,4.209615,0.971852,30.125452
200000,-3.196259,-2.329558,9.521740,5.201982,1.017653,31.713238
204000,-3.337517,-2.300828,9.358934,6.087478,1.185592,33.346825
208000,-3.373430,-2.346318,9.404425,6.759233,0.590173,35.224689
212000,-3.366248,-2.346318,9.294291,7.995874,0.422234,37.010948
216000,-3.485958,-2.336741,9.109938,8.789768,1.155058,38.675072
220000,-3.493140,-2.315193,8.916007,9.614196,1.429867,40.507130
224000,-3.596091,-2.329558,8.755595,9.690532,1.246661,41.789574
228000,-3.679888,-2.202666,8.482656,9.598928,0.712310,43.560566
