time_us,ax,ay,az,gx,gy,gz
0,0.100556,-1.031901,8.913613,-2.019392,3.093989,0.781940
4000,0.081403,-1.000776,8.947132,-1.988858,4.437501,0.919345
8000,0.055067,-1.053449,8.987833,-1.790385,5.124524,0.965146
12000,0.251391,-0.940921,8.947132,-1.530843,6.269562,1.148352
16000,0.316035,-0.871489,8.927979,-1.317102,7.368799,1.087284
20000,0.311246,-0.897826,8.889671,-1.088094,8.269562,0.614001
24000,0.232238,-0.885855,8.741230,-0.507942,8.223760,0.003314
28000,0.225055,-0.804452,8.621520,-0.859087,7.521471,-0.469968
32000,0.191536,-0.792481,8.722076,-1.362904,7.109257,-0.866915
36000,0.131681,-0.876278,8.690952,-1.393438,7.292463,-1.172258
40000,0.064643,-0.816423,8.559271,-1.485041,6.529104,-1.447067
44000,-0.026336,-0.826000,8.528147,-1.714049,5.582539,-1.676075
48000,-0.090980,-0.857124,8.731653,-2.065194,5.002387,-1.676075
52000,-0.055067,-0.871489,8.762778,-2.263667,4.193226,-1.767678
56000,-0.124498,-0.952892,8.710106,-2.385804,3.368799,-1.813480
60000,-0.136469,-0.957681,8.908825,-2.263667,2.788646,-1.569205
64000,-0.256180,-1.051055,9.174581,-1.866720,2.055821,-1.767678
68000,-0.272939,-1.132457,9.193734,-0.614812,1.460402,-1.737144
72000,-0.244209,-1.113304,9.370906,0.270684,1.124524,-1.691342
76000,-0.196325,-1.173159,9.366117,1.247783,1.719944,-1.615006
80000,-0.251391,-1.110910,9.150639,2.331753,2.086356,-1.309663
84000,-0.277727,-1.086968,8.995016,2.728699,2.376432,-1.187526
88000,-0.361524,-1.051055,8.698134,2.713432,2.834447,-1.019587
92000,-0.363919,-1.027112,8.566454,1.766867,3.032921,-0.866915
96000,-0.363919,-1.024718,8.621520,0.774501,3.322997,-0.790579
100000,-0.328006,-1.063026,8.609550,0.240150,3.475669,-0.515770
104000,-0.371101,-1.067814,8.540117,-0.370538,4.101623,-0.332564
108000,-0.359130,-1.079785,8.597578,-1.118629,4.620707,-0.317297
112000,-0.368707,-1.058237,8.774749,-1.439240,5.781013,-0.088289
116000,-0.330400,-1.158794,8.829816,-1.775118,7.292463,-0.073022
120000,-0.442927,-1.101333,8.746018,-2.217866,7.872615,0.308658
124000,-0.486023,-1.089362,8.820239,-2.446873,8.452767,0.400261
128000,-0.565032,-1.108515,8.832211,-2.248400,8.971851,0.812474
132000,-0.612916,-1.132457,8.848969,-2.248400,9.109256,1.453696
136000,-0.672771,-1.192312,8.868123,-2.187331,9.582539,2.033848
140000,-0.612916,-1.170765,8.892065,-2.141530,9.735210,2.705604
144000,-0.533907,-1.175553,8.813056,-1.759850,9.277195,2.827742
148000,-0.526724,-1.106121,8.896853,-1.088094,8.697042,3.224688
152000,-0.490811,-1.106121,8.966286,-0.492675,7.674142,3.209421
156000,-0.442927,-1.132457,8.810662,-0.156797,6.071089,3.133085
160000,-0.284910,-1.072602,8.906430,0.514959,4.864982,2.858276
164000,-0.313640,-1.115698,8.832211,0.820302,3.735211,2.369726
168000,-0.442927,-1.043872,8.769960,0.942440,2.330631,2.354459
172000,-0.368707,-1.003170,8.827422,0.805035,1.261928,1.926978
176000,-0.426168,-1.046266,8.686164,0.591295,0.773379,2.278123
180000,-0.407014,-1.072602,8.688558,0.285951,1.002386,2.232322
184000,-0.318429,-1.108515,8.607155,-0.370538,1.796279,2.766673
188000,-0.339977,-1.096544,8.698134,-0.736950,2.697043,2.843009
192000,-0.395043,-1.146823,8.748413,-1.423972,3.842081,2.812474
196000,-0.450110,-1.216254,8.913613,-2.110996,5.231394,3.010948
200000,-0.514753,-1.249773,8.923190,-2.263667,6.987119,3.270490
204000,-0.679953,-1.266533,9.040505,-2.126262,7.918417,3.911711
208000,-0.775721,-1.386243,9.145850,-1.683514,9.307730,4.461329
212000,-0.842759,-1.395820,9.076419,-1.347636,10.468035,5.163620
216000,-0.830788,-1.376666,9.165004,-1.118629,11.307730,5.743773
220000,-0.936133,-1.362301,9.081207,-0.767484,11.857347,6.354459
224000,-0.964863,-1.304840,9.030929,-0.446873,12.193226,6.843009
228000,-1.007959,-1.309628,8.937555,-0.095728,11.979486,7.606368
232000,-1.163582,-1.288081,8.810662,0.072211,11.918416,8.079650
236000,-1.158794,-1.290475,8.674192,0.316485,12.025287,8.858275
240000,-1.233014,-1.292869,8.717288,0.255417,12.010019,9.438428
244000,-1.158794,-1.252167,8.418014,-0.034660,11.903150,10.171253
248000,-1.249773,-1.189918,8.346188,-0.782751,12.651241,10.614001
252000,-1.273715,-1.211466,8.453926,-1.362904,13.048187,11.133085
256000,-1.400608,-1.197101,8.547300,-1.469774,13.918416,11.545299
260000,-1.673547,-1.233014,8.508993,-1.851454,13.872615,12.369726
264000,-1.673547,-1.312023,8.568848,-1.775118,13.704676,13.148352
