time_us,ax,ay,az,gx,gy,gz
0,-0.483629,-1.024718,9.153033,-0.019392,-2.661736,1.865910
4000,-0.483629,-0.950498,8.971074,0.347020,-1.119751,1.926978
8000,-0.450110,-0.955287,8.848969,0.270684,-0.142652,2.110184
12000,-0.471658,-0.861913,8.525752,-0.019392,-0.020514,2.171253
16000,-0.426168,-0.787692,8.489840,-0.904888,0.513837,1.881177
20000,-0.385466,-0.778116,8.365341,-1.561377,1.338264,1.820108
24000,-0.347159,-0.826000,8.386889,-2.278934,2.040554,1.697971
28000,-0.366313,-0.756568,8.157045,-2.798018,1.887883,1.285757
32000,-0.397437,-0.694318,8.154651,-3.362904,1.689409,0.766673
36000,-0.514753,-0.766145,8.197746,-3.866720,0.727577,0.781940
40000,-0.481235,-0.732626,8.204929,-4.416339,-0.539598,0.537665
44000,-0.562637,-0.732626,8.226477,-4.813286,-1.241889,0.690337
48000,-0.572214,-0.804452,8.195353,-5.194965,-1.669369,0.736139
52000,-0.627281,-0.790087,8.099585,-5.652981,-1.593034,0.659803
56000,-0.718261,-0.811634,8.111555,-6.217866,-2.249522,1.010948
60000,-0.809240,-0.883460,8.228871,-7.194965,-3.028148,1.453696
64000,-0.730232,-0.900220,8.188169,-7.378171,-4.585400,1.453696
68000,-0.723049,-0.924162,8.374918,-7.714049,-5.150285,1.743772
72000,-0.677559,-0.926556,8.576031,-7.210233,-4.249522,1.545299
76000,-0.636858,-0.979228,8.707711,-7.011759,-3.608301,1.957513
80000,-0.524330,-1.027112,8.628703,-6.950690,-3.470896,1.728505
84000,-0.584185,-1.039083,8.757990,-7.194965,-3.577766,1.820108
88000,-0.519542,-0.993594,8.791509,-7.194965,-4.020514,1.652169
92000,-0.538695,-1.034295,9.176975,-6.767485,-4.386927,1.499497
96000,-0.361524,-1.103727,9.430760,-5.485042,-4.600667,1.133085
100000,-0.356736,-1.077391,9.430760,-4.370538,-3.806774,0.583467
104000,-0.311246,-1.082179,9.615114,-3.057560,-2.661736,0.278123
108000,-0.445322,-1.125275,9.634268,-1.714049,-0.967079,0.247589
112000,-0.615310,-1.108515,9.545682,-0.538476,0.055821,0.446062
116000,-0.545878,-1.091756,9.552865,0.331753,1.155058,1.087284
120000,-0.502782,-1.048660,9.555259,1.232516,2.681776,1.133085
124000,-0.421380,-1.082179,9.507375,1.950073,4.376432,1.270490
128000,-0.356736,-1.108515,9.265560,2.118012,5.918417,1.209421
132000,-0.481235,-1.070208,9.220071,2.453890,6.605440,1.102551
136000,-0.521936,-1.074997,9.088389,2.881371,6.681776,0.888810
140000,-0.591368,-1.041478,8.894460,2.606562,6.605440,0.766673
144000,-0.615310,-1.015141,8.779537,1.827936,6.406967,0.568200
148000,-0.792481,-0.972046,8.633492,0.789768,6.391699,0.522398
152000,-0.739808,-1.015141,8.693346,0.255417,5.475669,0.232322
156000,-0.816423,-1.005565,8.690952,-0.630080,4.498569,0.201787
160000,-0.814029,-1.084573,8.597578,-0.736950,3.017654,-0.118823
164000,-0.948104,-1.098939,8.724471,-0.981224,1.903150,0.201787
168000,-0.840365,-1.077391,8.860941,-1.011759,1.658875,0.003314
172000,-0.924162,-1.101333,8.841787,-0.660614,2.116890,0.262856
176000,-0.907402,-1.108515,8.882488,-0.202598,2.819180,0.995681
180000,-0.940921,-1.168370,8.743625,0.362287,3.216127,1.545299
184000,-0.837971,-1.118092,8.956709,1.308852,3.231394,1.713238
188000,-0.682347,-1.125275,8.827422,1.751600,3.628341,1.881177
192000,-0.624887,-1.187524,9.071630,2.347020,3.979486,1.881177
196000,-0.588974,-1.130063,8.968679,2.820302,3.948951,1.759039
200000,-0.562637,-1.043872,8.870518,3.263050,3.903150,1.697971
204000,-0.533907,-1.106121,8.868123,3.400455,3.567272,1.484230
208000,-0.493206,-1.039083,8.832211,3.537859,3.231394,1.301024
212000,-0.497994,-0.988805,8.674192,3.553127,2.987119,1.133085
216000,-0.378284,-0.972046,8.748413,3.934806,2.529104,0.812474
220000,-0.337582,-0.984017,8.743625,3.919539,2.284829,0.598734
224000,-0.423774,-0.952892,8.789114,3.919539,3.139791,0.461329
228000,-0.342371,-0.909797,8.662222,4.255417,3.704677,0.140719
232000,-0.277727,-0.926556,8.556877,4.514959,4.773379,-0.057755
236000,-0.282516,-0.883460,8.427590,4.438623,5.445135,-0.485235
240000,-0.430956,-0.859518,8.274361,4.026409,5.353531,-0.469968
244000,-0.421380,-0.861913,8.279149,3.369921,5.078722,-0.744777
248000,-0.486023,-0.814029,8.212111,2.469157,4.635974,-0.744777
252000,-0.488417,-0.833182,8.176199,1.598928,4.193226,-1.065388
256000,-0.435745,-0.840365,8.188169,0.713432,4.406967,-1.172258
260000,-0.545878,-0.811634,8.219295,0.011142,4.116890,-1.156991
264000,-0.486023,-0.835576,8.221688,-0.828552,3.552005,-1.279129
268000,-0.639252,-0.854730,8.240842,-1.469774,3.093989,-1.340197
272000,-0.675165,-0.940921,8.303091,-2.599545,2.513837,-1.034854
276000,-0.663194,-0.998382,8.319851,-3.210232,2.040554,-0.851648
280000,-0.684742,-1.005565,8.398860,-3.881988,1.445134,-0.821113
284000,-0.687136,-0.998382,8.456321,-4.278934,1.170325,-0.210426
288000,-0.670376,-0.976834,8.559271,-4.523210,0.330631,-0.317297
292000,-0.703895,-1.043872,8.774749,-4.981225,-0.142652,-0.088289
296000,-0.591368,-1.074997,8.966286,-4.675881,-0.524331,-0.149358
300000,-0.486023,-1.122881,9.193734,-3.866720,0.086356,0.186520
304000,-0.423774,-1.113304,9.239224,-3.240766,1.017653,-0.118823
308000,-0.361524,-1.154005,9.267955,-2.278934,1.521470,-0.668442
