time_us,ax,ay,az,gx,gy,gz
0,0.332794,-0.766145,9.021352,-6.110995,-1.440362,-1.844014
4000,0.713472,-0.995988,9.212888,-3.408705,0.910783,-0.531037
8000,0.529119,-0.940921,9.406818,-3.225499,1.307730,-1.324930
12000,0.469264,-0.914585,9.490616,-2.660614,0.971852,-1.416533
16000,0.428562,-1.017536,9.457097,-1.103362,1.368798,-1.279129
20000,0.524330,-1.039083,9.500193,1.049310,2.086356,-1.691342
24000,0.538695,-1.031901,9.370906,1.980608,4.345898,-1.309663
28000,0.351948,-0.907402,9.157822,2.301218,2.635974,-2.225693
32000,0.282516,-0.986411,9.074024,2.362287,0.895516,-2.592106
36000,0.316035,-0.962469,9.016563,2.820302,0.223760,-2.622640
40000,0.220267,-0.883460,8.985439,2.392821,-1.180820,-2.927984
44000,0.201113,-0.976834,8.937555,2.637096,-1.745705,-2.729510
48000,0.210690,-1.007959,8.913613,2.942440,-1.425095,-2.500503
52000,0.208296,-0.952892,8.731653,3.583661,-0.860209,-2.118823
56000,0.251391,-0.991199,8.595184,3.889004,-0.020514,-1.645541
60000,0.234632,-1.034295,8.377312,3.690531,-0.264789,-1.798213
64000,0.110133,-0.957681,8.164227,2.972974,0.864982,-1.737144
68000,0.026336,-0.902614,8.073248,2.850837,0.574905,-1.095922
72000,0.047884,-0.919373,8.025364,2.179081,0.315363,-0.698976
76000,-0.002394,-0.907402,8.042124,1.614195,-2.020514,-0.775312
80000,0.107739,-0.869095,8.006210,0.606562,-3.379293,-0.317297
84000,0.217872,-0.928950,8.025364,0.148546,-2.539598,0.049116
88000,0.143652,-0.869095,7.948750,-0.309469,-2.738072,0.003314
92000,0.253785,-0.837971,8.001422,-0.309469,-1.287690,0.690337
96000,0.136469,-0.849942,8.113950,-0.507942,-0.386927,1.209421
100000,0.148441,-0.826000,8.221688,-0.553744,-0.860209,1.728505
104000,0.112527,-0.895431,8.422802,-0.049927,-2.921278,2.018581
108000,0.146046,-0.811634,8.535329,0.118012,-4.524331,2.675070
112000,0.256180,-0.835576,8.590396,-0.477408,-6.051049,2.781940
116000,0.462081,-0.758962,8.693346,-0.859087,-6.921278,2.904078
120000,0.598550,-0.835576,8.968679,0.209615,-4.432728,3.392627
124000,0.567426,-0.746991,8.983045,0.240150,-4.753339,3.041482
128000,0.708684,-0.756568,9.064447,0.194348,-3.486163,2.888810
132000,0.691924,-0.809240,9.052477,-0.065194,-2.264789,3.026215
136000,0.694318,-0.715866,9.124303,0.209615,-0.799140,3.010948
140000,0.763750,-0.766145,8.956709,-0.370538,-0.203721,2.690337
144000,0.691924,-0.708684,8.863335,-0.843820,0.666508,2.217055
148000,0.720655,-0.749385,8.760384,-0.477408,0.849715,1.820108
152000,0.605733,-0.718261,8.690952,-0.416339,-0.173186,1.591100
156000,0.622492,-0.600945,8.599973,-0.370538,-1.333492,0.384994
160000,0.593762,-0.758962,8.501810,-0.355270,-2.509064,-0.179892
164000,0.474052,-0.648829,8.403648,-1.286568,-3.104484,-0.286762
168000,0.296881,-0.814029,8.348581,-2.156797,-4.921278,-0.760045
172000,-0.043096,-0.869095,8.346188,-2.309469,-7.760972,-0.347831
176000,-0.193930,-0.991199,8.355764,-1.637713,-11.593034,-0.011953
180000,-0.270545,-0.988805,8.365341,-1.103362,-15.791507,0.476597
184000,-0.165200,-0.945710,8.307879,-0.599545,-18.997614,1.087284
188000,-0.031125,-0.960075,8.389283,0.255417,-21.028149,1.560566
192000,0.155623,-0.928950,8.398860,1.034043,-22.707539,1.942245
196000,0.119710,-0.732626,8.573636,0.240150,-27.364027,0.858276
200000,0.395043,-0.926556,8.506598,0.957707,-28.677004,1.362093
204000,0.311246,-0.907402,8.781932,0.072211,-29.928911,1.301024
208000,0.292093,-0.905008,8.743625,-0.813286,-33.501431,0.858276
212000,0.409408,-0.981623,8.995016,0.270684,-34.753338,0.690337
216000,0.699107,-0.972046,9.153033,1.766867,-30.814407,1.438429
220000,0.778116,-0.912191,9.131485,2.224883,-27.318224,1.346826
224000,0.620098,-0.857124,9.054871,1.721066,-27.364027,0.720871
228000,0.672771,-0.869095,9.095572,1.858470,-27.257156,0.934612
232000,0.723049,-0.924162,9.272743,1.950073,-27.196087,0.751406
236000,0.739808,-0.861913,9.277532,1.873737,-27.623568,0.949879
240000,0.866701,-0.964863,9.205706,1.553127,-27.791508,0.705604
