time_us,ax,ay,az,gx,gy,gz
0,0.804452,-0.703895,9.255983,-2.309469,1.475669,1.148352
4000,0.833182,-0.708684,9.284714,-1.622446,2.773379,1.499497
8000,0.833182,-0.735020,9.232041,-0.889621,3.826814,1.407894
12000,0.905008,-0.703895,9.222465,-0.355270,4.284829,1.743772
16000,1.070208,-0.646434,9.212888,0.484424,4.788646,1.423162
20000,1.170765,-0.603339,9.160215,1.049310,4.788646,1.178887
24000,1.209072,-0.550666,8.875306,1.278317,4.162692,0.522398
28000,1.240196,-0.533907,8.966286,1.553127,3.933684,-0.011953
32000,1.276109,-0.500388,8.815451,1.659997,3.109257,-0.683709
36000,1.273715,-0.447716,8.640674,1.995875,2.819180,-1.279129
40000,1.204283,-0.378284,8.511387,1.675264,1.552005,-2.027220
44000,1.101333,-0.476446,8.530540,1.400455,0.345898,-2.424167
48000,1.022324,-0.495600,8.465898,0.881371,-0.615934,-2.760045
52000,0.895431,-0.512359,8.446744,0.392821,-1.715171,-2.744777
56000,0.828394,-0.548272,8.482656,-0.126262,-2.539598,-2.729510
60000,0.833182,-0.531513,8.477868,-0.752217,-3.272423,-2.454701
64000,0.780510,-0.639252,8.559271,-1.652980,-3.440362,-2.592106
68000,0.809240,-0.651223,8.485051,-2.202598,-3.516698,-2.240961
72000,0.794875,-0.646434,8.523358,-2.965957,-3.394560,-2.271495
76000,0.804452,-0.694318,8.588001,-3.759850,-3.196087,-2.225693
80000,0.864307,-0.746991,8.796297,-3.805652,-3.486163,-1.889816
84000,0.900220,-0.794875,8.880095,-3.179698,-3.318224,-1.691342
88000,0.802058,-0.814029,9.069236,-2.675881,-3.470896,-1.737144
92000,0.821211,-0.816423,9.057265,-2.385804,-3.211354,-1.233327
96000,0.852336,-0.826000,9.162610,-2.095728,-2.524331,-1.034854
100000,0.909797,-0.821211,9.315839,-1.454507,-1.699904,-0.683709
104000,1.000776,-0.785298,9.294291,-0.278934,-1.302957,-0.485235
108000,1.142034,-0.732626,9.361329,0.545493,-0.890743,-0.668442
112000,1.259350,-0.691924,9.301474,1.278317,0.010020,-0.958518
116000,1.244985,-0.677559,9.270349,2.347020,0.834447,-1.065388
120000,1.187524,-0.749385,9.239224,3.492058,1.200860,-1.111190
124000,1.209072,-0.636858,8.872911,4.056943,1.658875,-0.989052
128000,1.211466,-0.612916,8.805874,4.301219,1.765745,-0.927984
132000,1.201889,-0.567426,8.698134,4.072211,1.353531,-1.187526
136000,1.333570,-0.533907,8.616732,3.430989,0.620707,-1.263861
140000,1.295263,-0.481235,8.588001,2.972974,0.651241,-1.385999
144000,1.458069,-0.414197,8.619126,2.759233,1.048188,-1.385999
148000,1.462857,-0.493206,8.439561,2.087478,1.384066,-1.981419
152000,1.450886,-0.414197,8.331821,1.614195,2.101623,-2.073022
156000,1.561020,-0.397437,8.446744,1.247783,2.651241,-2.424167
160000,1.541866,-0.366313,8.382100,1.110379,2.697043,-2.698976
164000,1.582567,-0.289698,8.274361,0.591295,2.132157,-3.095922
168000,1.649605,-0.344765,8.427590,0.072211,1.399333,-3.615006
172000,1.623269,-0.418985,8.544906,-0.065194,0.819180,-4.179892
176000,1.599327,-0.430956,8.532935,0.240150,0.284829,-4.332564
180000,1.596933,-0.414197,8.449138,0.255417,-0.646469,-4.637907
184000,1.599327,-0.404620,8.477868,-0.217866,-1.333492,-5.080655
188000,1.683124,-0.478840,8.477868,-0.507942,-1.715171,-5.340197
