time_us,ax,ay,az,gx,gy,gz
0,0.208296,-0.785298,8.865729,1.843203,1.200860,0.751406
4000,0.088585,-0.758962,9.011775,2.652363,0.620707,0.461329
8000,0.112527,-0.708684,8.906430,3.186715,0.742844,0.155986
12000,0.129287,-0.775721,8.892065,3.186715,0.574905,0.155986
16000,0.124498,-0.809240,8.741230,3.095111,0.208493,0.079650
20000,0.028730,-0.792481,8.604761,3.064577,-0.493797,0.094917
24000,0.016759,-0.708684,8.566454,2.652363,-1.073950,0.308658
28000,0.055067,-0.711078,8.561666,2.163814,-1.470896,0.278123
32000,0.062249,-0.727837,8.477868,1.293585,-1.394560,0.278123
36000,0.064643,-0.782904,8.453926,0.133279,-1.165553,0.140719
40000,0.079009,-0.770933,8.329428,-0.843820,-0.921278,0.217055
44000,0.114922,-0.687136,8.432379,-1.805652,-0.417461,0.400261
48000,0.114922,-0.766145,8.334216,-2.843820,-0.096850,0.400261
52000,0.071826,-0.689530,8.429984,-3.668247,0.452768,0.552933
56000,0.208296,-0.756568,8.530540,-3.851454,1.506203,0.583467
60000,0.165200,-0.679953,8.604761,-3.943056,2.712310,0.552933
64000,0.196325,-0.720655,8.678981,-4.309469,3.704677,0.278123
68000,0.287304,-0.749385,8.678981,-4.523210,3.826814,-0.042487
72000,0.186748,-0.782904,8.652645,-4.798018,3.811547,-0.469968
76000,0.088585,-0.814029,8.769960,-4.660614,3.078722,-0.836380
80000,-0.086191,-0.849942,8.820239,-4.523210,2.635974,-1.034854
84000,-0.047884,-0.845153,8.738836,-4.507942,2.177959,-0.897449
88000,-0.148441,-0.928950,8.796297,-4.431606,1.628341,-0.958518
92000,-0.112527,-0.940921,9.054871,-3.775118,0.773379,-1.004319
96000,-0.076614,-0.981623,9.176975,-3.362904,0.437501,-1.050121
100000,-0.011971,-0.979228,9.155427,-2.752217,0.300096,-1.111190
104000,-0.062249,-0.986411,9.131485,-2.004125,0.422234,-1.080655
108000,-0.050278,-1.084573,9.349358,-1.301835,0.162692,-1.279129
112000,0.086191,-1.082179,9.473856,-0.110996,1.048188,-1.355464
116000,0.062249,-1.098939,9.682152,1.186714,2.834447,-1.202793
120000,0.000000,-1.098939,9.624691,2.591295,3.994753,-1.202793
124000,-0.007183,-1.031901,9.392453,3.766867,5.475669,-0.866915
128000,-0.057461,-0.986411,9.282320,4.194348,6.864982,-0.653174
132000,-0.074220,-0.988805,9.105149,4.209615,7.903150,-0.347831
136000,-0.126893,-0.933739,8.858546,3.919539,8.315363,-0.149358
140000,-0.081403,-0.828394,8.643068,3.049310,8.223760,0.186520
144000,-0.038307,-0.778116,8.614338,2.285951,8.254294,0.537665
148000,0.023942,-0.763750,8.487445,1.995875,8.010019,0.583467
