time_us,ax,ay,az,gx,gy,gz
0,1.163582,-0.150835,8.734048,-0.278934,7.857348,1.988047
4000,1.151611,-0.158017,8.650250,-0.569010,8.208493,1.988047
8000,1.180341,-0.086191,8.719683,-0.828552,8.391699,2.110184
12000,1.259350,-0.064643,8.635885,-1.072828,8.345898,2.033848
16000,1.338359,-0.086191,8.583213,-1.408705,8.529103,2.247589
20000,1.338359,0.014365,8.676587,-1.485041,8.727577,2.415528
24000,1.414973,-0.043096,8.813056,-1.744583,9.231394,1.850642
28000,1.431733,-0.076614,8.796297,-1.912522,10.193226,2.186520
32000,1.347936,-0.100556,8.664616,-2.004125,10.956584,1.865910
36000,1.379060,-0.102951,8.616732,-2.355270,10.895515,1.820108
40000,1.309628,-0.100556,8.659827,-2.370538,10.819180,1.545299
44000,1.347936,-0.110133,8.836999,-2.263667,10.620707,1.575833
48000,1.355118,-0.107739,8.827422,-1.698782,11.063455,1.346826
52000,1.290475,-0.134075,8.949526,-1.439240,11.170325,1.178887
56000,1.314417,-0.184354,9.042900,-0.660614,10.803913,1.087284
60000,1.307234,-0.296881,9.421184,0.667630,11.781012,1.056749
64000,1.338359,-0.361524,9.569624,2.026409,14.101623,1.652169
68000,1.254562,-0.452504,9.588778,3.003508,16.162691,2.155986
72000,1.182736,-0.407014,9.437943,3.201982,18.040554,2.659803
76000,1.039083,-0.541090,9.241618,3.217249,19.277195,2.980413
80000,0.960075,-0.533907,9.344569,3.201982,19.994753,3.636902
84000,0.876278,-0.562637,9.485827,3.614195,20.284828,4.293391
88000,0.718261,-0.565032,9.526528,4.759233,19.964218,5.133085
92000,0.943315,-0.478840,9.311050,5.797401,20.498569,5.820108
96000,1.053449,-0.414197,9.172187,5.812669,21.567272,6.186521
100000,1.082179,-0.308852,9.033323,5.644730,22.742844,6.308658
104000,1.230620,-0.227449,8.877700,5.034043,24.132156,6.125452
108000,1.388637,-0.203507,8.789114,3.797401,26.269562,5.957513
112000,1.326388,-0.196325,8.693346,3.125646,27.811546,5.881177
116000,1.237802,-0.141258,8.712500,1.675264,28.971851,5.667437
120000,1.285686,-0.119710,8.722076,0.194348,29.842081,5.774307
124000,1.312023,-0.093374,8.836999,-1.133896,32.147423,5.545299
128000,1.379060,-0.081403,9.016563,-1.866720,34.941319,5.774307
132000,1.300052,-0.112527,9.045294,-2.996492,37.613071,5.850643
136000,1.312023,-0.184354,9.210494,-3.943056,40.345898,6.354459
140000,1.259350,-0.248997,9.636662,-4.004126,44.025288,6.965147
144000,1.393425,-0.280122,9.775525,-3.622446,48.941319,7.911711
148000,1.312023,-0.299275,9.777920,-3.500308,54.529102,8.751406
152000,1.187524,-0.239420,9.667787,-3.775118,59.307728,9.774306
156000,1.175553,-0.193930,9.406818,-4.385805,63.536736,10.614001
160000,1.067814,-0.205901,9.421184,-5.225499,67.429871,11.362092
164000,1.132457,-0.208296,9.394848,-5.530843,69.887886,11.575833
168000,1.029507,-0.184354,9.284714,-5.714049,72.269562,11.789574
172000,1.154005,-0.093374,9.222465,-5.744583,73.948952,11.636902
176000,1.137246,-0.033519,9.009381,-5.836186,75.674149,11.377359
180000,1.216254,-0.026336,8.963891,-5.759851,77.475670,10.888810
184000,1.082179,-0.081403,8.927979,-6.324736,80.177963,10.919344
188000,0.976834,-0.059855,9.059659,-6.584278,81.536743,10.446062
192000,0.938527,-0.004788,9.014170,-6.813286,82.223763,10.369726
196000,0.995988,-0.067038,9.054871,-7.744583,85.200867,10.659802
200000,1.048660,-0.100556,9.378088,-8.324736,89.628342,10.843008
204000,1.053449,-0.143652,9.411607,-8.614813,95.704681,11.789574
208000,0.948104,-0.150835,9.330204,-9.881988,102.086357,12.797207
212000,0.885855,-0.110133,9.291897,-11.500309,107.735214,13.713238
216000,0.780510,-0.134075,9.138668,-12.904889,113.597809,14.781940
220000,0.579397,-0.174777,8.985439,-14.736949,118.101624,15.682704
